unit_name,asa,background,fur,skin,eyes,posture,clothing,hats,item,accessories,rarity_score,rank,name
AGA242,409075445,Light Blue and Deep Blue,Pink,Red,Black,Arm down,Banana Shirt,,,Aviators,171.55704695321424,232,AlgorillaArmy#242
AGA794,545148603,White and Purple,Red,Silver,Yellow,"Arm down, smiling",Green Vneck,Green Dreads,,,171.4689767999486,233,AlgorillaArmy#794
AGA986,545208608,Light Grey and Yellow,Normal,Yellow,Black,Arm down,Green Vneck,,,Anderson Glasses,171.12530736663928,234,AlgorillaArmy#986
AGA807,545150133,Brown and Gold Radial,Blue,Normal,Red,"Arm up, smiling",,Blue Beanie,Gold Selfiestick,Red Clown Nose,170.96228010508548,235,AlgorillaArmy#807
AGA966,545206386,Sky Blue and White,Purple,Pink,Blue,"Arm down, smiling",Yellow Vneck,Green Afro,,Aviators,170.74398007390175,236,AlgorillaArmy#966
AGA313,449454239,Sky Blue and White,Normal,Normal,Normal,Arm up,Leather Belt,Green Banana Hat,Purple Cocktail,,170.7060772543526,237,AlgorillaArmy#313
AGA35,377733230,Bright Pink and Purple,Normal,Green,Green,"Arm down, smiling",Pink Vneck,,,Blue Lasers,170.4480255833849,238,AlgorillaArmy#35
AGA655,545098189,Purple and Light Green,Green,Pink,Normal,Arm up,Red Tanktop,Yellow Banana Hat,Spear,Yellow Shutter Shades,169.89823476229802,239,AlgorillaArmy#655
AGA14,377696632,White and Purple,Zebra,Gold,Normal,Arm down,,Yellow Banana Hat,,,169.7599384780497,240,AlgorillaArmy#14
AGA201,384770337,Bright Pink and Light Blue,Red Zebra,Gold,Yellow,Arm down,Leather Belt,,,White Shudder Shades,169.5983159213773,241,AlgorillaArmy#201
AGA162,384711587,White and Pink,Normal,Blue,Pink,Arm up,Purple Hawaiian Shirt,Yellow Banana Hat,Blue Selfiestick,Silver Algo Necklace,169.55971752243434,242,AlgorillaArmy#162
AGA934,545202136,Sky Blue and White,Pink,Silver,Normal,"Arm down, smiling",Red Vneck,Green Afro,,Black Eyepatch,169.2340196499377,243,AlgorillaArmy#934
AGA57,378837618,Purple and Light Green,Red,Pink,Blue,Arm up,Yellow Tanktop,Rainbow Afro,Purple Cocktail,Silver Algo Necklace,168.72237379800404,244,AlgorillaArmy#57
AGA235,409046970,Orange and Green,Normal,Normal,Silver,"Arm up, smiling",Purple Hawaiian Shirt,Green Fishing Hat,Microphone,,168.64659081646226,245,AlgorillaArmy#235
AGA92,379157301,Bright Pink and Purple,Pink,Normal,Bloodshot,Arm up,Orange Hawaiian Shirt,Pink Dreads,Gold Selfiestick,,168.6007754636103,246,AlgorillaArmy#92
AGA569,545077294,Light Pink and Red,Red,Red,Normal,"Arm up, smiling",Light Blue Tanktop,Red Backwards Cap,Microphone,Black Eyepatch,168.30235182301686,247,AlgorillaArmy#569
AGA79,378930177,Bright Pink and Light Blue,Purple,Pink,Normal,"Arm down, smiling",Pink Vneck,Red Dreads,,Red Clown Nose,167.54615862900252,248,AlgorillaArmy#79
AGA83,378943007,Light Blue and Deep Blue,Blue,Red,Normal,"Arm up, smiling",White Tanktop,Unicorn Horn,Banana,,167.33530957635998,249,AlgorillaArmy#83
AGA979,545207698,Sky Blue and White,Normal,Green,Normal,"Arm up, smiling",Leather Belt,,Cutlass,Neo Glasses,166.89996865397683,250,AlgorillaArmy#979
AGA119,384657921,Orange and Green,Normal,Blue,Bloodshot,"Arm down, smiling",Yellow Vneck,Black Tophat,,Yellow Shutter Shades,166.84190549336307,251,AlgorillaArmy#119
AGA278,425875471,Orange and Green,Silver,Blue,Green,Arm up,Purple Hawaiian Shirt,Green Dreads,Red Selfiestick,,166.83395724159132,252,AlgorillaArmy#278
AGA404,545002569,White and Pink,Red Zebra,Purple,Pink,Arm down,,White Fishing Hat,,White Shudder Shades,166.73772348783913,253,AlgorillaArmy#404
AGA200,384769598,Bright Pink and Purple,Blue Zebra,Gold,Yellow,Arm down,,,,Yellow Shutter Shades,166.43326027907193,254,AlgorillaArmy#200
AGA258,425818570,Light Grey and Yellow,Blue,Pink,Normal,"Arm down, smiling",White Tanktop,Silver Dreads,,,166.30941698526934,255,AlgorillaArmy#258
AGA570,545077409,Purple and Light Green and White Radial,Normal,Red,Normal,"Arm down, smiling",Red Vneck,Silver Crown,,Yellow Shutter Shades,166.28350281113674,256,AlgorillaArmy#570
AGA216,408989132,White and Orange,Yellow,Purple,Normal,Arm up,Yellow Tanktop,Red Dreads,Purple Cocktail,Morpheus Glasses,166.1535262247841,257,AlgorillaArmy#216
AGA606,545082728,Grey and Green,Lava,Normal,Yellow,"Arm up, smiling",Light Blue Tanktop,Blue Fishing Hat,Banana,Neo Glasses,165.91784526418462,258,AlgorillaArmy#606
AGA354,449575149,Orange and Green,Silver,Silver,Blue,Arm up,Yellow Tanktop,Bright Red Beanie Hat,Red Selfiestick,Silver Algo Necklace,165.8250450553835,259,AlgorillaArmy#354
AGA940,545203223,Orange and Green,Red,Silver,Normal,"Arm down, smiling",Green Vneck,Green Beanie,,Silver Algo Necklace,165.79266812496246,260,AlgorillaArmy#940
AGA863,545187573,Light Green and Mid Green,Blue,Pink,Bloodshot,Arm up,Leather Belt,White Fishing Hat,Microphone,,165.60883589272336,261,AlgorillaArmy#863
AGA449,545037828,White and Purple,Zebra,Blue,Purple,Arm down,Black Vneck,,,,165.52577674528598,262,AlgorillaArmy#449
AGA648,545096241,Grey and Green,Normal,Normal,Normal,"Arm down, smiling",Blue Hawaiian Shirt,Unicorn Horn,,Aviators,165.45391266586927,263,AlgorillaArmy#648
AGA567,545077066,Purple and Light Green,Normal,Normal,Bloodshot,"Arm up, smiling",Pink Sports Bra,Black Tophat,Pink Gold Selfiestick,,165.40912436321975,264,AlgorillaArmy#567
AGA477,545045719,Bright Pink and Purple,Normal,Yellow,Blue,"Arm up, smiling",White Tanktop,Gold Tophat,Pink Gold Selfiestick,,165.09879145255704,265,AlgorillaArmy#477
AGA367,539435832,Light Grey and Yellow,Normal,Purple,Normal,Arm down,Suit Purple Tie,Silver Crown,,,164.90394687625087,266,AlgorillaArmy#367
AGA345,449546434,Sky Blue and White,Yellow,Yellow,Normal,"Arm up, smiling",Yellow Tanktop,Gold Dreads,Pink Gold Selfiestick,Neo Glasses,164.44377505306664,267,AlgorillaArmy#345
AGA665,545100782,Orange and Green,Normal,Normal,Normal,Arm up,Banana Shirt,Rainbow Afro,Pink Gold Selfiestick,Aviators,163.86838536892142,268,AlgorillaArmy#665
AGA160,384709600,Bright Pink and Purple,Normal,Red,Blue,Arm up,Orange Hawaiian Shirt,Red Backwards Cap,Banana,Yellow Lasers,163.718121463447,269,AlgorillaArmy#160
AGA423,545030386,Bright Pink and Light Blue,Pink,Normal,Normal,Arm up,Blue Hawaiian Shirt,Green Fishing Hat,Oar,Red Clown Nose,163.46943045739846,270,AlgorillaArmy#423
AGA831,545154970,Sky Blue and White,Normal,Normal,Normal,Arm up,Pink Sports Bra,Bright Red Beanie Hat,Spear,,163.18749329818098,271,AlgorillaArmy#831
AGA526,545072255,Purple and Light Green and White Radial,Normal,Normal,Red,"Arm up, smiling",,Rainbow Afro,Gold Selfiestick,Blue Shutter Shades,162.8335943992119,272,AlgorillaArmy#526
AGA77,378922707,Light Green and Mid Green,Rainbow,Red,Normal,Arm down,,Green Fishing Hat,,Blue Shutter Shades,162.7790040910779,273,AlgorillaArmy#77
AGA932,545201811,White and Pink,Red,Normal,Normal,"Arm up, smiling",Leather Belt,Black Tophat,Gold Selfiestick,Neo Glasses,162.32515983578344,274,AlgorillaArmy#932
AGA564,545076737,Light Green and Mid Green,Yellow,Green,Normal,Arm up,Red Tanktop,Gold Dreads,Banana,Morpheus Glasses,161.65833709727323,275,AlgorillaArmy#564
AGA75,378916358,White and Purple,Gold,Pink,Bloodshot,"Arm up, smiling",Yellow Tanktop,,Purple Cocktail,Yellow Shutter Shades,161.54340932009032,276,AlgorillaArmy#75
AGA72,378911088,Light Green and Mid Green,Green,Green,Blue,"Arm up, smiling",Green Tanktop,Green Backwards Cap,Blue Selfiestick,Aviators,161.39487597392213,277,AlgorillaArmy#72
AGA12,377694139,Purple and Light Green,Green,Normal,Green,Arm down,Black Vneck,Rainbow Afro,,Black Eyepatch,161.361519721275,278,AlgorillaArmy#12
AGA135,384681492,White and Pink,Lava,Red,Normal,Arm down,White Tanktop,Gold Dreads,,,161.34390065693037,279,AlgorillaArmy#135
AGA948,545204097,White and Orange,Silver,Red,Red,Arm up,Purple Hawaiian Shirt,Bright Red Beanie Hat,Blue Selfiestick,White Shudder Shades,161.28604888669696,280,AlgorillaArmy#948
AGA96,379202881,White and Orange,Normal,Yellow,Yellow,Arm up,White Tanktop,,Gold Bar,,160.89793181044257,281,AlgorillaArmy#96
AGA185,384750093,Purple and Light Green,Yellow,Pink,Blue,Arm down,Banana Shirt,Black Tophat,,White Shudder Shades,160.81024405531008,282,AlgorillaArmy#185
AGA635,545092234,Purple and Light Green,Pink,Red,Yellow,Arm down,Blue Hawaiian Shirt,Yellow Dreads,,Neo Glasses,160.6061101193721,283,AlgorillaArmy#635
AGA428,545032274,Brown and Gold Radial,Red,Pink,Normal,"Arm down, smiling",Red Vneck,Blue Dreads,,,160.47717253486735,284,AlgorillaArmy#428
AGA757,545144487,Bright Pink and Light Blue,Normal,Yellow,Green,"Arm down, smiling",Blue Vneck,Yellow Dreads,,Aviators,160.341061219955,285,AlgorillaArmy#757
AGA595,545080657,Purple and Light Green and White Radial,Blue,Pink,Silver,Arm down,Pink Vneck,Green Fishing Hat,,,160.07342365168773,286,AlgorillaArmy#595
AGA54,378832091,Light Blue and Deep Blue,Zebra,Green,Red,"Arm up, smiling",Yellow Tanktop,,Yellow Cocktail,White Shudder Shades,159.8658524626232,287,AlgorillaArmy#54
AGA618,545086770,Light Pink and Red,Normal,Blue,Purple,Arm up,Yellow Tanktop,,Purple Cocktail,Yellow Lasers,159.79988236786232,288,AlgorillaArmy#618
AGA427,545031623,Brown and Gold Radial,Green,Yellow,Red,"Arm down, smiling",Leather Belt,Normal Dreads,,Silver Algo Necklace,159.5487718256049,289,AlgorillaArmy#427
AGA208,408964128,White and Pink,Green,Silver,Bloodshot,"Arm down, smiling",Leather Belt,Brown Tophat,,Neo Glasses,159.50068284859557,290,AlgorillaArmy#208
AGA376,544998771,Grey and Silver Radial,Blue,Normal,Normal,Arm up,Banana Shirt,Yellow Beanie,Yellow Cocktail,Neo Glasses,159.47839780885715,291,AlgorillaArmy#376
AGA970,545206754,White and Pink,Normal,Yellow,Purple,Arm up,Black Sports Bra,,Pink Gold Selfiestick,,159.38010636456232,292,AlgorillaArmy#970
AGA228,409025272,Grey and Green,Green,Yellow,Normal,Arm up,Blue Hawaiian Shirt,Black Tophat,Red Cocktail,,159.27340967098863,293,AlgorillaArmy#228
AGA860,545186925,Light Green and Mid Green,Pink,Blue,Green,"Arm up, smiling",Leather Belt,Red Dreads,Gold Selfiestick,,159.2674377231844,294,AlgorillaArmy#860
AGA207,408961821,Bright Pink and Light Blue,Pink,Pink,Yellow,"Arm up, smiling",White Tanktop,Black Tophat,Red Selfiestick,Anderson Glasses,159.16138837413405,295,AlgorillaArmy#207
AGA445,545036860,White and Pink,Gold,Normal,Blue,Arm down,Orange Hawaiian Shirt,Dark Blue Backwards Cap,,,159.05285099318402,296,AlgorillaArmy#445
AGA503,545069321,Light Blue and Deep Blue,Blue Zebra,Red,Normal,Arm down,Blue Hawaiian Shirt,,,Yellow Shutter Shades,158.94229043696103,297,AlgorillaArmy#503
AGA8,377684008,Grey and Silver Radial,Normal,Gold,Pink,Arm down,,Gold Crown,,,158.73168752978987,298,AlgorillaArmy#8
AGA336,449516974,Bright Pink and Purple,Normal,Normal,Bloodshot,"Arm up, smiling",White Tanktop,Light Blue Backwards Cap,Claymore,,158.5750812446363,299,AlgorillaArmy#336
AGA147,384693393,Brown and Gold Radial,Yellow,Yellow,Normal,Arm down,Banana Shirt,Yellow Banana Hat,,,158.5255658613055,300,AlgorillaArmy#147
AGA3,377674603,Grey and Green,Green,Green,Yellow,"Arm down, smiling",Red Vneck,Pink Dreads,,,158.4594337484188,301,AlgorillaArmy#3
AGA231,409030979,White and Purple,Pink,Normal,Yellow,Arm down,Light Blue Sports Bra,Blue Fishing Hat,,,158.40242344075125,302,AlgorillaArmy#231
AGA814,545150789,Bright Pink and Purple,Pink,Green,Yellow,Arm down,Yellow Vneck,Green Backwards Cap,,Yellow Shutter Shades,158.3692634815225,303,AlgorillaArmy#814
AGA161,384710503,Purple and Light Green,Yellow,Normal,Pink,Arm down,White Tanktop,Green Beanie,,Yellow Lasers,157.3962740576343,304,AlgorillaArmy#161
AGA840,545182347,Light Pink and Red,Normal,Blue,Blue,Arm down,Teal Vneck,Green Backwards Cap,,Morpheus Glasses,157.27475274779096,305,AlgorillaArmy#840
AGA858,545186483,Bright Pink and Purple,Green,Gold,Purple,Arm down,Orange Hawaiian Shirt,Light Blue Backwards Cap,,,157.27257421290724,306,AlgorillaArmy#858
AGA474,545044764,Light Green and Mid Green,Red,Normal,Yellow,"Arm up, smiling",Orange Hawaiian Shirt,Blue Dreads,Green Cocktail,Silver Algo Necklace,157.23107489825784,307,AlgorillaArmy#474
AGA639,545093479,White and Pink,Normal,Purple,Red,Arm up,,,Gold Bar,,157.06273974242043,308,AlgorillaArmy#639
AGA620,545087499,Purple and Light Green and White Radial,Normal,Purple,Red,Arm down,White Tanktop,Rainbow Afro,,Anderson Glasses,156.73376621705182,309,AlgorillaArmy#620
AGA521,545071599,White and Pink,Normal,Silver,Normal,Arm up,Green Tanktop,White Fishing Hat,Purple Cocktail,Morpheus Glasses,156.70825641690914,310,AlgorillaArmy#521
AGA754,545144156,White and Orange,Normal,Normal,Blue,"Arm up, smiling",Light Blue Tanktop,Blue Fishing Hat,Blue Selfiestick,Yellow Lasers,156.52645345009995,311,AlgorillaArmy#754
AGA323,449483459,Grey and Green,Red,Purple,Yellow,"Arm down, smiling",Black Vneck,Pink Dreads,,,156.44076273712355,312,AlgorillaArmy#323
AGA132,384677514,Grey and Green,Normal,Gold,Green,Arm down,Yellow Vneck,Green Beanie,,,156.13851843217137,313,AlgorillaArmy#132
AGA204,384773346,Grey and Silver Radial,Normal,Red,Black,Arm down,Leather Belt,Normal Dreads,,,156.067363126335,314,AlgorillaArmy#204
AGA896,545195414,Bright Pink and Purple,Normal,Normal,Yellow,"Arm up, smiling",Purple Hawaiian Shirt,Silver Crown,Red Cocktail,,155.81491987425005,315,AlgorillaArmy#896
AGA156,384703221,Light Grey and Yellow,Yellow,Red,Pink,"Arm up, smiling",Purple Hawaiian Shirt,Rainbow Afro,Yellow Cocktail,,155.44333675170077,316,AlgorillaArmy#156
AGA927,545201380,Bright Pink and Light Blue,Normal,Yellow,Green,Arm up,Purple Hawaiian Shirt,Green Afro,Gold Selfiestick,White Shudder Shades,155.3720695514764,317,AlgorillaArmy#927
AGA612,545084512,Light Blue and Deep Blue,Yellow,Pink,Blue,Arm up,White Tanktop,White Fishing Hat,Oar,Aviators,155.14162173435344,318,AlgorillaArmy#612
AGA976,545207414,Grey and Silver Radial,Red,Green,Purple,"Arm up, smiling",,Bright Red Beanie Hat,Red Cocktail,White Shudder Shades,155.06945496557185,319,AlgorillaArmy#976
AGA319,449473047,Light Green and Mid Green,Normal,Normal,Blue,"Arm up, smiling",Orange Sports Bra,,Yellow Cocktail,,153.94462594933697,320,AlgorillaArmy#319
AGA983,545208148,Sky Blue and White,Blue,Green,Yellow,"Arm up, smiling",White Spacesuit,,Yellow Cocktail,,153.83360479365342,321,AlgorillaArmy#983
AGA722,545140794,White and Orange,Blue,Green,Red,Arm up,Pink Sports Bra,,Yellow Cocktail,Black Eyepatch,153.74273708936363,322,AlgorillaArmy#722
AGA220,408996446,Light Grey and Yellow,Normal,Yellow,Blue,"Arm up, smiling",Red Tanktop,Yellow Banana Hat,Claymore,,153.56736619019227,323,AlgorillaArmy#220
AGA217,408990790,Bright Pink and Light Blue,Blue,Silver,Blue,"Arm up, smiling",Green Tanktop,Green Fishing Hat,Banana,Morpheus Glasses,153.53456690882928,324,AlgorillaArmy#217
AGA746,545143221,Purple and Light Green,Silver,Silver,Blue,"Arm up, smiling",Yellow Tanktop,,Red Cocktail,Neo Glasses,153.49413955275776,325,AlgorillaArmy#746
AGA203,384771653,Light Grey and Yellow,Purple,Green,Red,Arm up,,Rainbow Afro,Green Cocktail,Silver Algo Necklace,153.36045983626963,326,AlgorillaArmy#203
AGA608,545083200,White and Pink,Zebra,Purple,Yellow,"Arm down, smiling",Orange Hawaiian Shirt,,,Morpheus Glasses,153.31900206328137,327,AlgorillaArmy#608
AGA520,545071479,Grey and Green,Red,Blue,Blue,"Arm up, smiling",Green Tanktop,Bright Red Beanie Hat,Green Cocktail,Morpheus Glasses,153.26992088586084,328,AlgorillaArmy#520
AGA400,545002033,White and Orange,Green,Blue,Bloodshot,Arm up,,Red Backwards Cap,Oar,Blue Shutter Shades,153.11285147429027,329,AlgorillaArmy#400
AGA285,425895150,Light Green and Mid Green,Yellow,Normal,Purple,Arm up,Light Blue Tanktop,Silver Crown,Gold Selfiestick,,153.02670138002773,330,AlgorillaArmy#285
AGA37,377736419,Light Grey and Yellow,Silver,Green,Bloodshot,Arm down,Green Vneck,Green Fishing Hat,,White Shudder Shades,152.8975793535216,331,AlgorillaArmy#37
AGA838,545181826,Light Green and Mid Green,Normal,Purple,Yellow,"Arm down, smiling",Light Blue Sports Bra,,,Aviators,152.85785279952404,332,AlgorillaArmy#838
AGA463,545041560,Bright Pink and Light Blue,Normal,Normal,Blue,Arm up,Yellow Tanktop,Green Dreads,Gold Selfiestick,Yellow Shutter Shades,152.7205056420341,333,AlgorillaArmy#463
AGA771,545146136,White and Pink,Normal,Yellow,Pink,Arm up,,Brown Tophat,Gold Selfiestick,Black Eyepatch,152.55702655367764,334,AlgorillaArmy#771
AGA587,545079743,Light Green and Mid Green,Normal,Normal,Yellow,Arm up,Yellow Tanktop,Pink Dreads,Red Cocktail,,152.53723286221768,335,AlgorillaArmy#587
AGA443,545036307,Sky Blue and White,Normal,Blue,Yellow,Arm down,Blue Hawaiian Shirt,Gold Dreads,,Silver Algo Necklace,152.34473883384186,336,AlgorillaArmy#443
AGA392,545000830,White and Purple,Gold,Normal,Silver,Arm up,Light Blue Tanktop,,Pink Gold Selfiestick,,152.29220952790746,337,AlgorillaArmy#392
AGA46,377749597,Light Blue and Deep Blue,Normal,Silver,Yellow,Arm down,Green Vneck,Normal Dreads,,White Shudder Shades,152.27863602450955,338,AlgorillaArmy#46
AGA548,545074819,Sky Blue and White,Yellow,Red,Yellow,Arm down,Blue Vneck,Pink Dreads,,Blue Shutter Shades,152.15618796786282,339,AlgorillaArmy#548
AGA597,545080908,Light Grey and Yellow,Normal,Normal,Bloodshot,"Arm up, smiling",,Brown Tophat,Red Cocktail,Blue Shutter Shades,151.84997959537236,340,AlgorillaArmy#597
AGA677,545104028,Grey and Silver Radial,Normal,Red,Red,Arm up,Orange Hawaiian Shirt,Blue Beanie,Gold Selfiestick,Blue Shutter Shades,151.82621939909131,341,AlgorillaArmy#677
AGA469,545043224,Light Pink and Red,Normal,Blue,Silver,"Arm down, smiling",Light Blue Tanktop,Green Backwards Cap,,Red Clown Nose,151.6841071434781,342,AlgorillaArmy#469
AGA311,449450717,Light Pink and Red,Silver,Normal,Yellow,Arm down,Yellow Tanktop,Gold Dreads,,White Shudder Shades,151.6758421061889,343,AlgorillaArmy#311
AGA675,545103362,White and Purple,Normal,Blue,Bloodshot,Arm up,Orange Hawaiian Shirt,Yellow Backwards Cap,Banana,,151.59312535675753,344,AlgorillaArmy#675
AGA607,545082979,Sky Blue and White,Lava,Normal,Green,Arm up,,White Fishing Hat,Green Cocktail,Blue Shutter Shades,151.58976714895985,345,AlgorillaArmy#607
AGA174,384734704,Light Grey and Yellow,Green,Yellow,Green,"Arm up, smiling",Orange Hawaiian Shirt,Light Blue Backwards Cap,Red Selfiestick,,151.22215830490725,346,AlgorillaArmy#174
AGA778,545146852,White and Pink,Red,Normal,Silver,"Arm up, smiling",Leather Belt,Green Beanie,Blue Selfiestick,,151.1068590536633,347,AlgorillaArmy#778
AGA383,544999840,White and Pink,Purple,Red,Bloodshot,"Arm up, smiling",White Tanktop,Yellow Banana Hat,Blue Selfiestick,Blue Shutter Shades,151.0343499072331,348,AlgorillaArmy#383
AGA839,545182145,Light Green and Mid Green,Normal,Pink,Green,Arm up,Leather Belt,Silver Crown,Pink Gold Selfiestick,Neo Glasses,150.99059343086986,349,AlgorillaArmy#839
AGA925,545201204,Sky Blue and White,Yellow,Green,Green,Arm up,Red Tanktop,Bright Red Beanie Hat,Gold Selfiestick,Aviators,150.60454690648464,350,AlgorillaArmy#925
AGA32,377729659,Sky Blue and White,Yellow,Normal,Red,Arm down,Black Vneck,Black Tophat,,White Shudder Shades,150.36902717856344,351,AlgorillaArmy#32
AGA782,545147215,White and Orange,Normal,Green,Normal,"Arm up, smiling",Leather Belt,,Plunger,Aviators,150.25952151587526,352,AlgorillaArmy#782
AGA448,545037564,Grey and Green,Zebra,Normal,Normal,Arm up,Light Blue Tanktop,Blue Fishing Hat,Banana,,150.2165840723289,353,AlgorillaArmy#448
AGA335,451073768,Light Green and Mid Green,Yellow,Green,Purple,Arm up,Yellow Tanktop,Dark Blue Backwards Cap,Yellow Cocktail,,150.17206228012827,354,AlgorillaArmy#335
AGA361,539408373,Brown and Gold Radial,Normal,Silver,Normal,Arm down,Blue Vneck,Rainbow Afro,,,150.13895643191262,355,AlgorillaArmy#361
AGA108,384637644,Light Green and Mid Green,Green,Yellow,Green,Arm down,Green Vneck,Green Afro,,White Shudder Shades,149.95876289839467,356,AlgorillaArmy#108
AGA498,545051667,Light Pink and Red,Zebra,Yellow,Normal,"Arm down, smiling",Blue Vneck,,,Yellow Shutter Shades,149.6801777634015,357,AlgorillaArmy#498
AGA715,545139792,Bright Pink and Light Blue,Pink,Red,Yellow,"Arm down, smiling",Blue Vneck,Normal Dreads,,Red Clown Nose,149.38756304497758,358,AlgorillaArmy#715
AGA381,544999631,Light Green and Mid Green,Red,Normal,Green,Arm up,Leather Belt,Green Dreads,Banana,Yellow Shutter Shades,149.31264443845666,359,AlgorillaArmy#381
AGA736,545142128,White and Purple,Blue,Green,Red,"Arm up, smiling",Blue Hawaiian Shirt,Yellow Beanie,Purple Cocktail,Neo Glasses,149.21424987488234,360,AlgorillaArmy#736
AGA112,384643281,Bright Pink and Purple,Normal,Yellow,Blue,Arm down,,Gold Tophat,,White Shudder Shades,149.18355504312663,361,AlgorillaArmy#112
AGA296,425960151,Light Pink and Red,Purple,Red,Silver,Arm down,Red Tanktop,Rainbow Afro,,,149.10353151869293,362,AlgorillaArmy#296
AGA93,379185950,Light Green and Mid Green,Purple,Purple,Blue,Arm up,White Tanktop,Silver Crown,Banana,Morpheus Glasses,149.01476509687143,363,AlgorillaArmy#93
AGA432,545033200,White and Orange,Blue,Silver,Yellow,Arm down,Green Vneck,Blue Beanie,,,148.98924731090617,364,AlgorillaArmy#432
AGA721,545140663,Grey and Silver Radial,Pink,Silver,Yellow,Arm down,Black Vneck,Green Fishing Hat,,Morpheus Glasses,148.94413153200492,365,AlgorillaArmy#721
AGA921,545200819,Purple and Light Green and White Radial,Pink,Normal,Red,Arm down,Orange Hawaiian Shirt,Dark Blue Backwards Cap,,,148.89763873714386,366,AlgorillaArmy#921
AGA525,545072131,Light Green and Mid Green,Red,Green,Normal,"Arm down, smiling",Teal Vneck,Silver Crown,,,148.66846041365525,367,AlgorillaArmy#525
AGA100,379794576,Light Blue and Deep Blue,Blue,Yellow,Pink,Arm down,Red Vneck,Blue Dreads,,,148.4829356659727,368,AlgorillaArmy#100
AGA962,545205874,Light Blue and Deep Blue,Blue,Yellow,Pink,Arm down,Red Vneck,Blue Dreads,,,148.4829356659727,369,AlgorillaArmy#962
AGA899,545196156,Grey and Green,Normal,Blue,Purple,Arm down,Blue Vneck,Red Dreads,,Yellow Shutter Shades,148.41009278211715,370,AlgorillaArmy#899
AGA819,545151363,White and Pink,Normal,Yellow,Blue,"Arm up, smiling",White Tanktop,Red Dreads,Gold Selfiestick,White Shudder Shades,148.24664754663738,371,AlgorillaArmy#819
AGA120,384659127,Light Green and Mid Green,Yellow,Normal,Silver,Arm down,White Tanktop,Dark Blue Backwards Cap,,Blue Shutter Shades,148.22764618030374,372,AlgorillaArmy#120
AGA18,377703933,Light Green and Mid Green,Pink,Pink,Green,"Arm up, smiling",Light Blue Tanktop,Green Dreads,Red Selfiestick,,148.1946078793221,373,AlgorillaArmy#18
AGA359,449591576,Bright Pink and Purple,Normal,Yellow,Red,"Arm up, smiling",,Yellow Banana Hat,Red Cocktail,White Shudder Shades,148.06179231948843,374,AlgorillaArmy#359
AGA601,545081470,Bright Pink and Purple,Normal,Normal,Yellow,"Arm up, smiling",,Dark Blue Backwards Cap,Microphone,,147.92888257644805,375,AlgorillaArmy#601
AGA685,545106387,White and Pink,Normal,Pink,Black,"Arm down, smiling",,Green Beanie,,White Shudder Shades,147.85320522905215,376,AlgorillaArmy#685
AGA365,539422255,Light Grey and Yellow,Gold,Green,Blue,Arm down,,Pink Dreads,,,147.6158061362223,377,AlgorillaArmy#365
AGA86,379123534,Brown and Gold Radial,Normal,Yellow,Blue,"Arm down, smiling",,Yellow Backwards Cap,,Silver Algo Necklace,147.607315852728,378,AlgorillaArmy#86
AGA489,545049287,White and Pink,Red,Normal,Blue,"Arm down, smiling",Yellow Vneck,Blue Fishing Hat,,Silver Algo Necklace,147.53059657726703,379,AlgorillaArmy#489
AGA522,545071766,Grey and Silver Radial,Green,Blue,Blue,"Arm down, smiling",Yellow Tanktop,Green Fishing Hat,,Yellow Lasers,147.50057900441374,380,AlgorillaArmy#522
AGA626,545089364,Purple and Light Green,Normal,Yellow,Bloodshot,Arm up,Red Tanktop,Yellow Banana Hat,Red Selfiestick,Blue Shutter Shades,147.33007339994435,381,AlgorillaArmy#626
AGA946,545203895,Bright Pink and Light Blue,Purple,Silver,Bloodshot,"Arm down, smiling",Leather Belt,Green Fishing Hat,,Red Clown Nose,147.19568304359575,382,AlgorillaArmy#946
AGA516,545070920,Light Grey and Yellow,Lava,Normal,Blue,Arm up,,,Microphone,,147.18818436465494,383,AlgorillaArmy#516
AGA114,384648517,Light Blue and Deep Blue,Red,Gold,Normal,Arm up,Blue Hawaiian Shirt,Rainbow Afro,Banana,,147.154560419067,384,AlgorillaArmy#114
AGA847,545183920,Light Green and Mid Green,Normal,Green,Yellow,Arm down,Pink Vneck,Yellow Backwards Cap,,Blue Shutter Shades,147.13830688352448,385,AlgorillaArmy#847
AGA113,384644551,Light Green and Mid Green,Red,Yellow,Normal,"Arm down, smiling",White Tanktop,Green Beanie,,Yellow Lasers,146.84400144842522,386,AlgorillaArmy#113
AGA28,377722721,Sky Blue and White,Normal,Green,Normal,Arm down,Suit Purple Tie,Green Afro,,,146.83503661984062,387,AlgorillaArmy#28
AGA912,545199166,Light Pink and Red,Red,Silver,Red,"Arm down, smiling",Pink Vneck,Silver Crown,,,146.80889675749543,388,AlgorillaArmy#912
AGA150,384696644,Light Blue and Deep Blue,Silver,Blue,Normal,"Arm up, smiling",Yellow Tanktop,Bright Red Beanie Hat,Spear,,146.68427074737457,389,AlgorillaArmy#150
AGA975,545207331,Light Blue and Deep Blue,Green,Pink,Silver,"Arm down, smiling",Purple Hawaiian Shirt,Yellow Beanie,,White Shudder Shades,146.65778698753414,390,AlgorillaArmy#975
AGA801,545149536,Bright Pink and Light Blue,Red,Red,Blue,"Arm down, smiling",Blue Vneck,Yellow Banana Hat,,Anderson Glasses,146.25766652460663,391,AlgorillaArmy#801
